level_id,locale,tier,learning_objective,correctness_review,language_review,age_review,cultural_review,accessibility_review,reviewer,review_date,status,notes
ws-lv008,en,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv009,vi,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv009,en,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv010,vi,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv010,en,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv011,vi,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv011,en,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv012,vi,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv012,en,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv013,vi,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv013,en,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv014,vi,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv014,en,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv015,vi,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv015,en,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv016,vi,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv016,en,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv017,vi,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv017,en,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv018,vi,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv018,en,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv019,vi,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv019,en,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv020,vi,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv020,en,1,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv021,vi,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv021,en,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv022,vi,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv022,en,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv023,vi,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv023,en,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv024,vi,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv024,en,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv025,vi,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv025,en,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv026,vi,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv026,en,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv027,vi,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv027,en,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv028,vi,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv028,en,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv029,vi,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv029,en,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv030,vi,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv030,en,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv031,vi,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv031,en,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv032,vi,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv032,en,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv033,vi,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv033,en,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv034,vi,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv034,en,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv035,vi,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv035,en,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv036,vi,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv036,en,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv037,vi,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv037,en,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv038,vi,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv038,en,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv039,vi,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv039,en,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv040,vi,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv040,en,2,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv041,vi,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv041,en,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv042,vi,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv042,en,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv043,vi,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv043,en,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv044,vi,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv044,en,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv045,vi,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv045,en,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv046,vi,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv046,en,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv047,vi,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv047,en,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv048,vi,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv048,en,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv049,vi,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv049,en,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv050,vi,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv050,en,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv051,vi,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv051,en,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv052,vi,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv052,en,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv053,vi,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv053,en,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv054,vi,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv054,en,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv055,vi,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv055,en,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv056,vi,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv056,en,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv057,vi,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv057,en,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv058,vi,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv058,en,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv059,vi,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv059,en,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv060,vi,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
ws-lv060,en,3,vocabulary_and_language_classification,pending_human_review,pending_human_review,pending_human_review,pending_human_review,pending_human_review,,,pending,
